Article identifier,Rumor or Deal Number,Text,Timestamp,Article Header,Rumor or Deal,Target1,Target2,Acquirer1,Acquirer2,Acquirer3,Acquirer4,Bullish/Bearish for the target (0 or 1),Bearish/Bullish for the acquirer (0 or 1),Announcement Date (if different from Article date),Notes
So17,0,"The following are the M&A deals, rumors and chatter circulating on Wall Street for Tuesday October 7, 2014:CF Industries Shares Rise as Merger Talks with Yara Continue; Yara CEO FiredThe Talks:Shares of CF Industries Holdings (NYSE: CF) rose Tuesday on a report from Reuters that Norway's Yara (OTC: YARIY) was continuing merger talks with CF and had fired CEO Joergen Ole Haslestad, saying he was unsuitable to lead the merger talks. Yara now says those talks will continue with CFO Torgeir Kvidal, who will become acting CEO.CF Industries confirmed on September 23 that they were in merger talks with Yara.CF Industries closed Tuesday at $282.76, a gain of 3.5%.Bill Ackman, Valeant May Boost Bid for Allergan by $15.00/Share The Rumors:Shares of Allergan Inc. (NYSE: AGN) surged higher after-hours, Tuesday on a report from WSJ that Valeant Pharmaceuticals International Inc. (NSYE: VRX) and Pershing Square'a Bill Ackman are planning to boost their offer for Allergan by $15 per share, according to people familiar with the matter. The revised offer would be about 8% higher, or about $191.00 per share, based on Valeant's closing price on Tuesday.Allergan rejected a bid in June from Valeant, consisting of $72 in cash and 0.83 Valeant shares for each Allergan share.Earlier on Tuesday, Reuters reported that Actavis plc (NYSE: ACT) could make a new attempt at a deal for Allergan, according to sources, who said Allergan might accept a bid of $200.00 per share or more.Allergan closed Tuesday at $186.20, and traded as high as $193.05, after-hours.Glencore Says No Longer Actively Considering a Merger with Rio TintoThe Confirmation:Glencore (OTC: GLNCY) said Tuesday, that in July 2014 it made an informal enquiry by telephone call to Rio Tinto (NYSE: RIO), to gauge interest in a potential merger between the two companies. Rio Tinto responded that it was not interested in pursuing these discussions. Glencore confirmed Tuesday that it is no longer considering a merger transaction with Rio Tinto.Rio Tinto's Board confirmed on Monday that no discussions with Glencore were taking place. Bloomberg had reported Monday that Glencore was preparing for a possible merger.Rio Tinto shares closed Tuesday at $49.38, a loss of 4%.Posted-In: News Rumors Management M&A Movers© 2015 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.",10/7/2014 20:16:00,"Benzinga's M&A Chatter for Tuesday October 7, 2014",NA,,,,,,,,,,
Xc60,0,"The following are the M&A deals, rumors and chatter circulating on Wall Street for Friday October 3 through Sunday Ocober 5, 2014:BD to Acquire CareFusion for $12.2B in Cash, Stock",10/5/2014 18:39:00,Benzinga's Weekend M&A Chatter,NA,,,,,,,,,,
Xc60,1,"Becton, Dickinson and Company (NYSE: BDX) and CareFusion Corporation (NYSE: CFN) announced Sunday, a definitive agreement under which BD will acquire CareFusion for $58.00 per share in cash and stock, or a total of $12.2 billion. CareFusion shareholders will receive $49.00 in cash and 0.0777 of a share of BD for each share of CareFusion, for a total of $58.00 per CareFusion share based on BD's closing price as of October 3, 2014.The deal is expected to close in H1 of calendar year 2015.CareFusion shares closed Friday at $46.17, a gain of almost 2%.Hearing Unconfirmed Takeover Chatter in Mead Johnson",10/5/2014 18:39:00,Benzinga's Weekend M&A Chatter,The Deal:,,,,,,,,,,
Xc60,2,"Shares of Mead Johnson Nutrition Company (NYSE: MJN) rose Friday, following a report Friday fromFinancial Times, that France's Danone (OTC: DANOY), maker of Dannon Yogurt, was in talks to sell its medical nutrition unit to Germany's Fresnius (OTC: FSNUF), in deal that could value the business at as much as €3 billion, according to sources.Mead Johnson is also seen as a potential takeover target in the sector.Mead Johnson shares gained 2.5% Friday to close at $96.54.Report Platform Specialty Products in Talks to Acquire Arysta Lifescience",10/5/2014 18:39:00,Benzinga's Weekend M&A Chatter,The Rumor:,,,,,,,,,,
Xc60,3,"Platform Specialty Products Corp. (NYSE: PAH) is in advanced talks to acquire Arysta LifeScience Ltd. for around $3.5 billion, according to . Sources say a deal could be reached in the next few weeks.Bill Ackman's Pershing Square owns a 24% stake in Platform Specialty Products.Platform Specialty Products closed Friday at $27.01, a gain of 5.5%.Yahoo Acquires MessageMe",10/5/2014 18:39:00,Benzinga's Weekend M&A Chatter,The Rumor:,,,,,,,,,,
Xc60,4,"The maker of messaging app MessageMe has been acquired, by Yahoo! Inc. (NASDAQ: YHOO), as confirmed on the company web site on Friday. MessageMe says the application will be shutting down as of November 7, 2014. According to a report from WSJ on Friday, Yahoo was also planning an investment in Snapchat, according to sources, that would value the disappearing message company at ~$10 billion. Snapchat has 100 million uers and almost no revenue.Yahoo shares closed Friday at $41.03, a gain of more than 1%.Posted-In: News Rumors M&A Movers© 2015 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.",10/5/2014 18:39:00,Benzinga's Weekend M&A Chatter,The Deal:,,,,,,,,,,
dp29,0,"The following are the M&A deals, rumors and chatter circulating on Wall Street for Wednesday October 1:Angie's List Says No Plan to Address Strategic Review Rumor",10/1/2014 20:38:00,"Benzinga's M&A Chatter for Wednesday October 1, 2014",NA,,,,,,,,,,
dp29,1,"Shares of Angie's List (NASDAQ: ANGI) rose as high as $8.73 Wednesday, following a report from Financial Times Tuesday that the company had hired bankers to explore strategic options, including a potential sale of the company.A spokesperson for Angie's List told Benzinga via email Wednesday, that the company would not issue a response to the rumor. Shares of Angie's List pulled back off the highs and closed the day at $7.59, a gain of 19%.Report Circulating of SoftBank Bid for Yahoo",10/1/2014 20:38:00,"Benzinga's M&A Chatter for Wednesday October 1, 2014",The Rumor:,,,,,,,,,,
dp29,2,"Shares of Yahoo! Inc. (NASDAQ: YHOO) moved higher Wednesday, on a report out of China that CEO Marissa Mayer had been approached by SoftBank Corp. (OTC: SFTBY) CEO Masayoshi Son about a possible deal.Spokespersons for the two companies were not available for comment.Yahoo shares lost 1% Wednesday to close at $40.32.Sandell Believes JDS Uniphase Worth $19.00-$26.00/Share The Shareholder Letter:Shares of JDS Uniphase Corporation (NASDAQ: JDSU) spiked higher early Wednesday, on release of a letter from shareholder Sandell Asset Management. Sandell believes JDSU must commence a formal auction of its CCOP business and notes its current stock price reflects next to no value for the company's substantial tax assets. Sandell estimates the potential value of JDSU's various business segments and tax assets at $19.00-$26.00 per share. Sandell is urging the company's Board to evaluate additional strategic alternativesJDS Uniphase closed Wednesday at $13.15, a gain of 2.7%.Posted-In: News Hedge Funds Rumors Management Movers General© 2015 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.",10/1/2014 20:38:00,"Benzinga's M&A Chatter for Wednesday October 1, 2014",The Rumor:,,,,,,,,,,
XE46,0,"The following are the M&A deals, rumors and chatter circulating on Wall Street for Tuesday September 30, 2014:News Corp to Acquire Move for $21.00/Share",9/30/2014 19:37:00,"Benzinga's M&A Chatter for Tuesday September 30, 2014",NA,,,,,,,,,,
XE46,1,"News Corp (NASDAQ: NWSA) and Move, Inc. (NASDAQ: MOVE) announced Tuesday, that News Corp has agreed to acquire online real estate company Move for $21 per share, or approximately $950 million, via an all-cash tender offer. REA Group Limited will hold a 20% stake in Move, while News Corp. will hold an 80% stake. The deal is expected to close in 2014. Benzinga first reported in June, that Move was in talks with Trulia, Inc. (NYSE: TRLA) to be acquired at around $18.00 per share. Zillow, Inc. (NYSE: Z) announced on July 28, it was acquiring Trulia for $3.5 billion in stock.Move closed Tuesday at $20.96, a gain of 37%.Report Nuance Could be a Takeover Target for Samsung",9/30/2014 19:37:00,"Benzinga's M&A Chatter for Tuesday September 30, 2014",The Deal:,,,,,,,,,,
XE46,2,"Shares of Nuance Communications, Inc. (NASDAQ: NUAN) spiked higher Tuesday, on a report from Israel's Globes, that Samsung Electronics Co. Ltd. (OTC: SSNLF) might have an interest in acquiring all or part of the provider of voice and language software. The article mentioned that Carl Icahn has a 20% stake in Nuance.Nuance Communications shares gained almost 2% Tuesday to close at $15.41.Rumor of Saudi Aramco Deal for Dow Chemical",9/30/2014 19:37:00,"Benzinga's M&A Chatter for Tuesday September 30, 2014",The Rumor:,,,,,,,,,,
XE46,3,"Shares of The Dow Chemical Company (NYSE: DOW) rose Tuesday, on unconfirmed market chatter of a potential $67.00 per share bid from Saudi Aramco. Shares hit a high of $53.80, before settling back.Dow Chemical closed Tuesday at $52.44, a loss of almost 2%.Posted-In: News Rumors M&A Movers© 2015 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.",9/30/2014 19:37:00,"Benzinga's M&A Chatter for Tuesday September 30, 2014",The Rumor:,,,,,,,,,,
EQ05,0,"The following are the M&A deals, rumors and chatter circulating on Wall Street for Monday September 29:TIBCO to be Acquired by Vista Equity for $24/Share in Cash",9/29/2014 20:50:00,"Benzinga's M&A Chatter for Monday September 29, 2014",NA,,,,,,,,,,
EQ05,1,"TIBCO Software Inc. (NASDAQ: TIBX) announced Monday, that it has agreed to be acquired by Vista Equity Partners for $24.00 per share in cash, for a total of approximately $4.3 billion, including assumption of net debt. The deal is expected to close in Q4 of 2014.TIBCO Software shares closed Monday at $20.15, a gain of more than 50%.Einstein Noah Restaurant to be Acquired by JAB for $20.25/Share in Cash",9/29/2014 20:50:00,"Benzinga's M&A Chatter for Monday September 29, 2014",The Deal:,,,,,,,,,,
EQ05,2,"Einstein Noah Restaurant Group, Inc. (NASDAQ: BAGL) and JAB Holding Company announced Monday an agreement under which a JAB affiliate will acquire Einstein Noah Restaurant Group for $20.25 per share in cash, for a total diluted equity value of approximately $374 million. Under the terms of the merger agreement, an affiliate of JAB will commence a tender offer to acquire all Einstein Noah Restaurant Group common stock at $20.25 per share in cash. David Einhorn's Greenlight Capital, which owns more than 35% of Einstein Noah Restaurant Group, has agreed to tender its shares in support of the transaction. Einstein Noah Restaurant shares closed Monday at $20.15, a gain of more than 50%.Encana to Acquire Athlon Energy for $58.50/Share in Cash, Deal Valued at $7.1B",9/29/2014 20:50:00,"Benzinga's M&A Chatter for Monday September 29, 2014",The Deal:,,,,,,,,,,
EQ05,3,"Encana Corporation (NYSE: ECA) and Athlon Energy Inc. (NYSE: ATHL) announced Monday, that the companies have agreed that Encana will acquire all of the issued and outstanding shares of common stock of Athlon by means of an all-cash tender offer for US$5.93 billion or $58.50 per share, and Encana will assume Athlon's $1.15 billion of senior notes, for a total transaction value of approximately US$7.1 billion.The transaction is expected to close by the end of 2014.Athlon Energy shares gained almost 25% Monday to close at $58.32.Report Computer Sciences to Explore Leveraged Buyout",9/29/2014 20:50:00,"Benzinga's M&A Chatter for Monday September 29, 2014",The Deal:,,,,,,,,,,
EQ05,4,"Shares of Computer Sciences Corporation (NYSE: CSC) surged higher Monday, on a report from Bloomberg that the company has contacted private-equity firms, including Blackstone Group LP (NYSE: BX) and Bain Capital LLC, regarding a potential leveraged buyout, according to sources.Spokespersons for Computer Sciences Corporation, Bain and Blackstone declined comment on the rumor.Computer Sciences Corporation closed Monday at $59.62, a gain of more than 5%.Report Iron Mountain in Takeover Talks with Recall",9/29/2014 20:50:00,"Benzinga's M&A Chatter for Monday September 29, 2014",The Rumor:,CSC,BX,,,,0,,,,
EQ05,5,"Shares of Iron Mountain Inc. (NYSE: IRM) spiked as high as $34.31 Monday, on a report from Bloomberg that the company was in takeover talks with Australia's Recall Holdings Limited (OTC: RCLHF), according to sources.Recall holdings later issued a statement saying it was not in talks with Iron Mountain or another potential buyer.Iron Mountain closed Monday at $33.90, a gain of more than 6%.Posted-In: News Rumors M&A Movers© 2015 Benzinga.com. Benzinga does not provide investment advice. All rights reserved.",9/29/2014 20:50:00,"Benzinga's M&A Chatter for Monday September 29, 2014",The Rumor:,IRM,RCLHF,,,,0,,,,
XB57,0,"The following are the M&A deals, rumors and chatter circulating on Wall Street for Friday September 26 through Sunday September 28, 2014:Starboard Urges Yahoo! to Acquire AOLThe Activist Letter:Shares of Yahoo! Inc. (NASDAQ: YHOO) and AOL Inc. (NYSE: AOL) surged higher Friday, as Starboard Value LP announced it has acquired a significant stake in Yahoo! and that it delivered a letter to CEO Marissa Mayer. The letter mentioned potential opportunities to unlock shareholder value.These opportunities include: Unlocking the substantial value from Yahoo's non-core minority equity stakes in Alibaba Group Holding Limited (NYSE: BABA) and Yahoo Japan in a structure that delivers value directly to Yahoo shareholders in a tax-efficient manner, reducing expenses throughout the company, halting Yahoo's aggressive acquisition strategy and exploring a strategic combination with AOL.Yahoo acknowledged receipt of the letter from Starboard, and said it will continue to maintain an open dialogue with all shareholders. CEO Mayer said the company will ""review Starboard's letter carefully and look forward to discussing it with them.”Yahoo shares closed Friday at $40.66, a gain of more than 4%, while AOL shares gained about 3.5%, to close at $44.56.Report of Softbank $32.00/Share Bid for Dreamworks Animation",9/28/2014 20:08:00,Benzinga's Weekend M&A Chatter,NA,,,,,,,,,,
XB57,1,"SoftBank Corp. (OTC: SFTBY) is in talks to acquire DreamWorks Animation SKG Inc. (NASDAQ: DWA), according to The Hollywood Reporter and reported later by WSJ on Saturday. SoftBank reportedly has offered $32 per share, for the company headed by CEO Jeffrey Katzenberg, according to sources, valuing DWA at $3.4 billion. Spokespersons for both companies declined comment.DreamWorks Animation closed at $22.36 on Friday, a gain of $0.13.Alibaba Pays $459M for Stake in Beijing Shiji Information Technology Co The Stake:Alibaba Group Holding Ltd (NYSE: BABA) has acquired a 15% stake in Beijing Shiji Information Technology, a company provides IT consulting services to hotels and sells room reservation software, for $458.66 million. It is Alibaba's first large deal since its $25 billion IPO.Alibaba closed Friday at $90.46, a gain of $1.54.Daiichi Sankyo to Acquire Ambit Biosciences for $15/Share in Cash",9/28/2014 20:08:00,Benzinga's Weekend M&A Chatter,The Rumor:,DWA,SFTBY,,,,0,,,,
